loan_id,boarding_date,charge_off_date,net_call_off,original_amount_financed
164,8/1/2016,,,124864.00
165,8/3/2016,,,148833.00
166,8/3/2016,,,86318.00
167,8/3/2016,,,135858.00
168,8/4/2016,,,93658.00
169,8/10/2016,,,49474.00
170,8/11/2016,,,64747.00
171,8/11/2016,,,25848.00
172,8/15/2016,,,126662.00
173,8/15/2016,,,70619.00
174,8/16/2016,,,107363.00
175,8/18/2016,,,81080.00
176,8/19/2016,,,78607.00
177,8/19/2016,,,114960.00
178,8/24/2016,,,69524.00
179,8/24/2016,,,114532.00
180,8/24/2016,,,74296.00
181,8/26/2016,,,59674.00
182,8/26/2016,,,21511.00
183,8/29/2016,,,42116.00
184,8/31/2016,,,82513.00
185,8/31/2016,,,146034.00
186,8/31/2016,,,76093.00
187,9/1/2016,,,51181.00
188,9/2/2016,,,45519.00
189,9/2/2016,,,97091.00
190,9/6/2016,,,131978.00
191,9/7/2016,,,14284.00
192,9/7/2016,,,23712.00
193,9/9/2016,,,126197.00
194,9/13/2016,,,135179.00
195,9/19/2016,,,42689.00
196,9/19/2016,,,39827.00
197,9/22/2016,,,9227.00
198,9/22/2016,,,120666.00
199,9/26/2016,,,51242.00
200,9/26/2016,,,92636.00
201,9/29/2016,,,147728.00
202,9/29/2016,,,145853.00
203,10/3/2016,,,85906.00
204,10/5/2016,,,63167.00
205,10/5/2016,,,30983.00
206,10/5/2016,,,14965.00
207,10/6/2016,,,91755.00
208,10/11/2016,,,74482.00
209,10/12/2016,,,3055.00
210,10/12/2016,,,137346.00
211,10/13/2016,,,144690.00
212,10/17/2016,,,39873.00
213,10/18/2016,10/28/2019,43344.00,54458.00
214,10/21/2016,,,68997.00
215,10/26/2016,,,97875.00
216,10/26/2016,,,140070.00
217,10/26/2016,,,10180.00
218,10/26/2016,,,10736.00
219,10/27/2016,,,19557.00
220,10/27/2016,,,60989.00
221,10/28/2016,,,112768.00
222,10/28/2016,,,144931.00
223,10/28/2016,,,119913.00
224,10/31/2016,9/26/2019,7251.00,16773.00
225,10/31/2016,,,25869.00
226,11/4/2016,5/24/2017,72401.00,101299.00
227,11/15/2016,,,128879.00
228,11/16/2016,,,145808.00
229,11/16/2016,,,30430.00
230,11/16/2016,,,130234.00
231,11/17/2016,,,52611.00
232,11/18/2016,,,140125.00
233,11/21/2016,,,144485.00
234,11/22/2016,,,117450.00
235,11/23/2016,,,21283.00
236,11/23/2016,1/31/2020,,70860.00
237,11/29/2016,,,17139.00
238,12/1/2016,2/15/2024,114867.00,144397.00
239,12/1/2016,,,33803.00
240,12/6/2016,,,34948.00
241,12/7/2016,,,7324.00
242,12/9/2016,,,102686.00
243,12/12/2016,,,36587.00
244,12/12/2016,,,66900.00
245,12/15/2016,,,95660.00
246,12/16/2016,,,121175.00
247,12/19/2016,,,68269.00
248,12/22/2016,,,116186.00
249,12/23/2016,,,121521.00
250,12/29/2016,11/1/2022,95773.00,113262.00
251,1/5/2017,,,112647.00
252,1/6/2017,,,144824.00
253,1/17/2017,,,77765.00
254,1/27/2017,,,130430.00
255,1/31/2017,,,30711.00
256,2/2/2017,,,84101.00
257,2/3/2017,7/5/2018,63221.00,121674.00
258,2/3/2017,,,119880.00
259,2/3/2017,,,124666.00
260,2/7/2017,,,3554.00
261,2/8/2017,,,89462.00
262,2/9/2017,,,84072.00
263,2/17/2017,7/7/2017,107341.00,114064.00
264,2/17/2017,,,103515.00
265,2/22/2017,,,139894.00
266,2/27/2017,,,86536.00
267,2/28/2017,,,60584.00
268,2/28/2017,,,25954.00
269,3/2/2017,,,43406.00
270,3/3/2017,,,109330.00
271,3/3/2017,,,142440.00
272,3/3/2017,,,28657.00
273,3/7/2017,,,111413.00
274,3/7/2017,,,67739.00
275,3/9/2017,,,31624.00
276,3/10/2017,,,38061.00
277,3/13/2017,,,78977.00
278,3/13/2017,,,88160.00
279,3/13/2017,,,4798.00
280,3/20/2017,,,30043.00
281,3/20/2017,,,119571.00
282,3/22/2017,,,24438.00
283,3/22/2017,,,135251.00
284,3/22/2017,,,93716.00
285,3/24/2017,1/31/2022,,53750.00
286,3/24/2017,,,82769.00
287,3/27/2017,,,24507.00
288,3/28/2017,,,141587.00
289,3/28/2017,,,146046.00
290,3/29/2017,,,60822.00
291,3/30/2017,,,131077.00
292,3/31/2017,,,87556.00
293,4/3/2017,,,112214.00
294,4/3/2017,,,116715.00
295,4/4/2017,,,22990.00
296,4/4/2017,,,31108.00
297,4/4/2017,,,8604.00
298,4/5/2017,,,45016.00
299,4/6/2017,,,10029.00
300,4/10/2017,,,41855.00
301,4/10/2017,,,116555.00
302,4/13/2017,,,3113.00
303,4/13/2017,,,56271.00
304,4/13/2017,,,122132.00
305,4/14/2017,,,77168.00
306,4/18/2017,,,80249.00
307,4/21/2017,,,77241.00
308,4/24/2017,,,3611.00
309,4/24/2017,,,31551.00
310,4/27/2017,,,79360.00
311,4/27/2017,,,42159.00
312,4/27/2017,,,110766.00
313,4/28/2017,,,49487.00
314,5/1/2017,,,115617.00
315,5/1/2017,,,87105.00
316,5/3/2017,,,125990.00
317,5/3/2017,,,9478.00
318,5/3/2017,,,23155.00
319,5/3/2017,,,100215.00
320,5/4/2017,,,129234.00
321,5/5/2017,,,11578.00
322,5/8/2017,,,89444.00
323,5/8/2017,,,17582.00
324,5/8/2017,,,109564.00
325,5/9/2017,,,11849.00
326,5/9/2017,,,143191.00
327,5/9/2017,,,71539.00
328,5/10/2017,,,11760.00
329,5/10/2017,,,14694.00
330,5/10/2017,,,53558.00
331,5/12/2017,,,108728.00
332,5/15/2017,6/10/2017,10579.00,82641.00
333,5/18/2017,,,40557.00
334,5/19/2017,9/30/2019,,28449.00
335,5/22/2017,,,114903.00
336,5/22/2017,,,99179.00
337,5/23/2017,,,59324.00
338,5/24/2017,,,14418.00
339,5/24/2017,,,54034.00
340,5/24/2017,,,94147.00
341,5/26/2017,,,83511.00
342,5/26/2017,,,109553.00
343,5/30/2017,,,79867.00
344,5/30/2017,,,100537.00
345,5/30/2017,,,20073.00
346,5/30/2017,,,99297.00
347,5/30/2017,,,149986.00
348,6/2/2017,,,101198.00
349,6/2/2017,,,130366.00
350,6/5/2017,,,39806.00
351,6/5/2017,,,4144.00
352,6/6/2017,,,31660.00
353,6/6/2017,,,48326.00
354,6/7/2017,,,45250.00
355,6/7/2017,,,79664.00
356,6/8/2017,,,79507.00
357,6/12/2017,,,83010.00
358,6/14/2017,,,122520.00
359,6/14/2017,,,137284.00
360,6/14/2017,,,47550.00
361,6/14/2017,,,37476.00
362,6/15/2017,,,66757.00
363,6/15/2017,,,110635.00
364,6/20/2017,,,84760.00
365,6/20/2017,,,95051.00
366,6/20/2017,,,123940.00
367,6/22/2017,5/24/2024,1048.00,112983.00
368,6/22/2017,,,31476.00
369,6/23/2017,,,136470.00
370,6/23/2017,,,78209.00
371,6/23/2017,,,126467.00
372,6/29/2017,,,130126.00
373,6/29/2017,,,22764.00
374,6/29/2017,,,35063.00
375,6/29/2017,,,92447.00
376,6/29/2017,,,90023.00
377,6/29/2017,,,130042.00
378,6/30/2017,,,114928.00
379,6/30/2017,,,99433.00
380,6/30/2017,,,127161.00
381,7/3/2017,,,110425.00
382,7/5/2017,,,89194.00
383,7/6/2017,,,98431.00
384,7/6/2017,,,143957.00
385,7/6/2017,3/31/2019,,82505.00
386,7/7/2017,,,66625.00
387,7/10/2017,,,6257.00
388,7/10/2017,,,125175.00
389,7/10/2017,,,25278.00
390,7/10/2017,,,10094.00
391,7/10/2017,,,84326.00
392,7/10/2017,,,78404.00
393,7/11/2017,,,5757.00
394,7/11/2017,,,41483.00
395,7/11/2017,,,144283.00
396,7/18/2017,,,99089.00
397,7/18/2017,,,17650.00
398,7/18/2017,,,49671.00
399,7/19/2017,8/21/2024,31910.00,45856.00
400,7/19/2017,,,138741.00
401,7/20/2017,,,99804.00
402,7/20/2017,,,22509.00
403,7/21/2017,11/27/2021,22962.00,92888.00
404,7/21/2017,,,44563.00
405,7/21/2017,,,35845.00
406,7/24/2017,,,76442.00
407,7/24/2017,,,113765.00
408,7/26/2017,,,134052.00
409,7/26/2017,,,88195.00
410,7/27/2017,,,99368.00
411,7/27/2017,12/31/2018,,88777.00
412,7/27/2017,,,93367.00
413,7/27/2017,,,3659.00
414,7/27/2017,,,136892.00
415,7/28/2017,9/17/2023,9500.00,13846.00
416,7/28/2017,8/3/2021,15736.00,88804.00
417,7/28/2017,,,132230.00
418,7/28/2017,,,101489.00
419,7/31/2017,,,118370.00
420,7/31/2017,,,4460.00
421,8/2/2017,,,127085.00
422,8/2/2017,,,111147.00
423,8/2/2017,6/30/2021,,123400.00
424,8/3/2017,11/11/2021,51856.00,112755.00
425,8/3/2017,,,117982.00
426,8/3/2017,,,41622.00
427,8/4/2017,10/30/2021,119402.00,145341.00
428,8/4/2017,,,135965.00
429,8/8/2017,5/18/2021,15627.00,26534.00
430,8/8/2017,,,127665.00
431,8/8/2017,,,79681.00
432,8/10/2017,,,91428.00
433,8/10/2017,,,105553.00
434,8/10/2017,,,10841.00
435,8/15/2017,,,52422.00
436,8/15/2017,,,138937.00
437,8/15/2017,,,34274.00
438,8/17/2017,,,72326.00
439,8/18/2017,,,149339.00
440,8/21/2017,,,85919.00
441,8/22/2017,4/2/2023,100481.00,106552.00
442,8/24/2017,,,9293.00
443,8/25/2017,,,26486.00
444,8/25/2017,,,23243.00
445,8/28/2017,,,14665.00
446,8/28/2017,,,24618.00
447,8/28/2017,,,139968.00
448,8/28/2017,,,66502.00
449,8/31/2017,,,140697.00
450,9/1/2017,,,119145.00
451,9/1/2017,,,25117.00
452,9/1/2017,,,47792.00
453,9/6/2017,,,44701.00
454,9/18/2017,,,87665.00
455,9/18/2017,,,89884.00
456,9/19/2017,,,3128.00
457,9/19/2017,,,77107.00
458,9/22/2017,,,66613.00
459,10/2/2017,,,61101.00
460,10/2/2017,,,13631.00
461,10/2/2017,,,134174.00
462,10/3/2017,,,103812.00
463,10/4/2017,,,86955.00
464,10/10/2017,,,143625.00
465,10/10/2017,,,77539.00
466,10/10/2017,,,149524.00
467,10/12/2017,5/9/2022,19871.00,133608.00
468,10/12/2017,,,58930.00
469,10/12/2017,,,65351.00
470,10/16/2017,6/6/2022,16542.00,59553.00
471,10/17/2017,,,32510.00
472,10/18/2017,,,75475.00
473,10/19/2017,,,53572.00
474,10/23/2017,,,139294.00
475,10/25/2017,,,149484.00
476,10/25/2017,,,77699.00
477,10/25/2017,,,147846.00
478,10/26/2017,,,128397.00
479,10/26/2017,,,130177.00
480,10/30/2017,,,125277.00
481,11/2/2017,,,22178.00
482,11/2/2017,,,129713.00
483,11/2/2017,,,133996.00
484,11/3/2017,,,43673.00
485,11/9/2017,,,100362.00
486,11/10/2017,,,52824.00
487,11/10/2017,,,144079.00
488,11/10/2017,,,28931.00
489,11/13/2017,,,14030.00
490,11/13/2017,,,114290.00
491,11/14/2017,,,54054.00
492,11/14/2017,,,46682.00
493,11/15/2017,11/11/2022,33997.00,94172.00
494,11/15/2017,,,141168.00
495,11/15/2017,,,25859.00
496,11/16/2017,,,138901.00
497,11/21/2017,,,59126.00
498,11/22/2017,,,44996.00
499,11/22/2017,,,115449.00
500,11/29/2017,,,48310.00
501,11/30/2017,,,61517.00
502,12/1/2017,,,108213.00
503,12/5/2017,,,38206.00
504,12/5/2017,,,140237.00
505,12/7/2017,,,3336.00
506,12/7/2017,,,121453.00
507,12/8/2017,,,18425.00
508,12/8/2017,,,111989.00
509,12/11/2017,,,78624.00
510,12/19/2017,,,141358.00
511,12/22/2017,,,144379.00
512,12/22/2017,,,117462.00
513,12/22/2017,,,52420.00
514,1/8/2018,,,35159.00
515,1/9/2018,,,57616.00
516,1/15/2018,,,44215.00
517,1/16/2018,,,115504.00
518,1/16/2018,,,63764.00
519,1/19/2018,,,58153.00
520,1/19/2018,,,37891.00
521,1/22/2018,,,25329.00
522,1/22/2018,,,121120.00
523,1/24/2018,,,35446.00
524,1/26/2018,5/9/2024,81197.00,107570.00
525,1/29/2018,,,66271.00
526,1/31/2018,,,3803.00
527,2/1/2018,,,125390.00
528,2/1/2018,,,134813.00
529,2/2/2018,,,139966.00
530,2/2/2018,,,27213.00
531,2/5/2018,,,109508.00
532,2/6/2018,,,9022.00
533,2/8/2018,,,118309.00
534,2/13/2018,,,43019.00
535,2/13/2018,,,81807.00
536,2/14/2018,,,125756.00
537,2/15/2018,,,133117.00
538,2/16/2018,,,15347.00
539,2/16/2018,,,98571.00
540,2/16/2018,,,16674.00
541,2/21/2018,4/13/2024,60454.00,62692.00
542,2/21/2018,,,82991.00
543,2/21/2018,,,37430.00
544,2/23/2018,,,119532.00
545,2/27/2018,,,89714.00
546,2/28/2018,,,103407.00
547,2/28/2018,,,41256.00
548,2/28/2018,,,87418.00
549,2/28/2018,,,29998.00
550,2/28/2018,,,137822.00
551,2/28/2018,,,61820.00
552,3/5/2018,12/18/2023,38245.00,59034.00
553,3/5/2018,,,113352.00
554,3/6/2018,,,85586.00
555,3/6/2018,,,110322.00
556,3/6/2018,,,65646.00
557,3/7/2018,,,29034.00
558,3/7/2018,8/31/2019,,136135.00
559,3/8/2018,,,141447.00
560,3/8/2018,,,125129.00
561,3/8/2018,,,74297.00
562,3/12/2018,,,28306.00
563,3/13/2018,,,97259.00
564,3/14/2018,,,59686.00
565,3/14/2018,,,143064.00
566,3/15/2018,,,88567.00
567,3/16/2018,,,50313.00
568,3/20/2018,,,124487.00
569,3/20/2018,,,69096.00
570,3/20/2018,,,28164.00
571,3/22/2018,,,112272.00
572,3/22/2018,,,93954.00
573,3/22/2018,,,113277.00
574,3/23/2018,,,140803.00
575,3/26/2018,,,96562.00
576,3/26/2018,,,92392.00
577,3/26/2018,,,73131.00
578,3/27/2018,,,98150.00
579,3/29/2018,11/9/2019,2183.00,9875.00
580,3/29/2018,,,7420.00
581,3/29/2018,,,10591.00
582,3/29/2018,,,134876.00
583,3/29/2018,,,26197.00
584,3/29/2018,,,96799.00
585,4/4/2018,,,41322.00
586,4/4/2018,,,67788.00
587,4/4/2018,,,47601.00
588,4/4/2018,,,36929.00
589,4/4/2018,,,134467.00
590,4/4/2018,,,71262.00
591,4/4/2018,,,83932.00
592,4/5/2018,,,80400.00
593,4/5/2018,,,24714.00
594,4/6/2018,,,82794.00
595,4/10/2018,,,88626.00
596,4/10/2018,,,75836.00
597,4/10/2018,,,11781.00
598,4/10/2018,,,49621.00
599,4/11/2018,,,125004.00
600,4/12/2018,,,113514.00
601,4/12/2018,,,22144.00
602,4/12/2018,,,21996.00
603,4/16/2018,,,13500.00
604,4/16/2018,,,120072.00
605,4/16/2018,,,6298.00
606,4/16/2018,,,41044.00
607,4/16/2018,,,17939.00
608,4/16/2018,,,139129.00
609,4/16/2018,,,129846.00
610,4/17/2018,,,35339.00
611,4/17/2018,,,147029.00
612,4/17/2018,,,11839.00
613,4/17/2018,,,50520.00
614,4/17/2018,,,35872.00
615,4/19/2018,5/27/2019,2049.00,26929.00
616,4/19/2018,,,119504.00
617,4/19/2018,,,54502.00
618,4/19/2018,,,141538.00
619,4/20/2018,,,135316.00
620,4/20/2018,,,115307.00
621,4/20/2018,,,43539.00
622,4/23/2018,,,32744.00
623,4/23/2018,,,96192.00
624,4/23/2018,,,141440.00
625,4/25/2018,,,139193.00
626,4/25/2018,,,89109.00
627,4/25/2018,,,52007.00
628,4/25/2018,,,118068.00
629,4/26/2018,,,90628.00
630,4/26/2018,,,19126.00
631,4/30/2018,,,68589.00
632,4/30/2018,,,127066.00
633,4/30/2018,,,6630.00
634,4/30/2018,,,104446.00
635,5/1/2018,1/16/2020,75630.00,94969.00
636,5/1/2018,,,8386.00
637,5/1/2018,,,51821.00
638,5/2/2018,,,55329.00
639,5/2/2018,,,42908.00
640,5/2/2018,,,100615.00
641,5/4/2018,,,99709.00
642,5/4/2018,,,142468.00
643,5/7/2018,,,96671.00
644,5/10/2018,,,33694.00
645,5/10/2018,,,86132.00
646,5/10/2018,,,131453.00
647,5/10/2018,,,86894.00
648,5/11/2018,9/9/2019,66762.00,129028.00
649,5/11/2018,,,133948.00
650,5/11/2018,,,49829.00
651,5/11/2018,,,42326.00
652,5/11/2018,,,123678.00
653,5/15/2018,,,127187.00
654,5/15/2018,,,129205.00
655,5/15/2018,,,64104.00
656,5/16/2018,3/27/2020,76569.00,80658.00
657,5/16/2018,,,22121.00
658,5/16/2018,,,23968.00
659,5/16/2018,,,85812.00
660,5/17/2018,3/7/2020,3756.00,12811.00
661,5/17/2018,,,140589.00
662,5/17/2018,,,14329.00
663,5/18/2018,,,66803.00
664,5/18/2018,,,129456.00
665,5/18/2018,,,48447.00
666,5/21/2018,,,63223.00
667,5/21/2018,,,100427.00
668,5/22/2018,3/6/2023,4843.00,45162.00
669,5/22/2018,,,30706.00
670,5/22/2018,,,33204.00
671,5/24/2018,,,38826.00
672,5/24/2018,,,93602.00
673,5/24/2018,,,23559.00
674,5/24/2018,,,145452.00
675,5/24/2018,,,109619.00
676,5/24/2018,,,37093.00
677,5/24/2018,,,22727.00
678,5/25/2018,,,15032.00
679,5/29/2018,,,53410.00
680,5/29/2018,,,52153.00
681,5/29/2018,,,15148.00
682,5/31/2018,,,84690.00
683,5/31/2018,,,140229.00
684,5/31/2018,,,90873.00
685,5/31/2018,,,63391.00
686,5/31/2018,,,6638.00
687,5/31/2018,,,70201.00
688,5/31/2018,,,124456.00
689,6/4/2018,,,126240.00
690,6/4/2018,,,72944.00
691,6/4/2018,,,107894.00
692,6/4/2018,,,95529.00
693,6/4/2018,3/31/2021,,133367.00
694,6/4/2018,,,29250.00
695,6/6/2018,,,83274.00
696,6/8/2018,,,29859.00
697,6/8/2018,,,24601.00
698,6/8/2018,,,145780.00
699,6/8/2018,,,67499.00
700,6/8/2018,,,69002.00
701,6/8/2018,,,6018.00
702,6/11/2018,,,27129.00
703,6/11/2018,,,71288.00
704,6/11/2018,,,77138.00
705,6/11/2018,,,121085.00
706,6/12/2018,,,46707.00
707,6/12/2018,,,89925.00
708,6/12/2018,,,15051.00
709,6/12/2018,,,25002.00
710,6/12/2018,,,18037.00
711,6/12/2018,,,34933.00
712,6/12/2018,,,82233.00
713,6/13/2018,,,83563.00
714,6/13/2018,,,116073.00
715,6/13/2018,,,46651.00
716,6/13/2018,,,40891.00
717,6/13/2018,,,78321.00
718,6/14/2018,2/14/2021,62558.00,112580.00
719,6/14/2018,,,94262.00
720,6/14/2018,,,138110.00
721,6/14/2018,,,37414.00
722,6/18/2018,,,125063.00
723,6/18/2018,,,149722.00
724,6/18/2018,1/31/2020,,27221.00
725,6/25/2018,3/21/2019,6965.00,17531.00
726,6/25/2018,11/3/2022,3995.00,48328.00
727,6/25/2018,,,142628.00
728,6/25/2018,,,69242.00
729,6/25/2018,,,86883.00
730,6/25/2018,,,106521.00
731,6/25/2018,,,36037.00
732,6/25/2018,,,26330.00
733,6/25/2018,,,32820.00
734,6/25/2018,,,138942.00
735,6/25/2018,,,21481.00
736,6/25/2018,,,135641.00
737,6/25/2018,,,37235.00
738,6/25/2018,,,132884.00
739,6/25/2018,,,137510.00
740,6/25/2018,,,123539.00
741,6/25/2018,,,104948.00
742,6/25/2018,,,123459.00
743,6/25/2018,,,79403.00
744,6/25/2018,,,43868.00
745,6/25/2018,,,52142.00
746,6/25/2018,,,65427.00
747,6/26/2018,,,146225.00
748,6/26/2018,,,90956.00
749,6/26/2018,6/30/2020,,129945.00
750,6/27/2018,,,145100.00
751,6/28/2018,,,4586.00
752,6/28/2018,,,86395.00
753,6/28/2018,,,55486.00
754,6/28/2018,,,104073.00
755,6/29/2018,6/23/2024,6482.00,8501.00
756,6/29/2018,,,24873.00
757,6/29/2018,,,68475.00
758,6/29/2018,,,100693.00
759,7/3/2018,,,17815.00
760,7/3/2018,,,39591.00
761,7/3/2018,,,101275.00
762,7/3/2018,,,77415.00
763,7/3/2018,,,132766.00
764,7/3/2018,,,95144.00
765,7/3/2018,,,84799.00
766,7/3/2018,,,117462.00
767,7/3/2018,,,11210.00
768,7/3/2018,,,111105.00
769,7/3/2018,,,36263.00
770,7/3/2018,,,31951.00
771,7/6/2018,10/15/2018,21984.00,24035.00
772,7/6/2018,,,98558.00
773,7/6/2018,,,103522.00
774,7/6/2018,,,53644.00
775,7/6/2018,,,6099.00
776,7/6/2018,,,109554.00
777,7/9/2018,1/15/2020,6292.00,22233.00
778,7/9/2018,,,64329.00
779,7/9/2018,,,100665.00
780,7/9/2018,,,49100.00
781,7/9/2018,3/31/2020,,62719.00
782,7/10/2018,4/22/2023,33854.00,50579.00
783,7/10/2018,,,108364.00
784,7/10/2018,,,105188.00
785,7/11/2018,7/13/2024,116776.00,144709.00
786,7/11/2018,2/7/2019,6039.00,86833.00
787,7/11/2018,,,73625.00
788,7/11/2018,,,36797.00
789,7/11/2018,,,62168.00
790,7/11/2018,,,112578.00
791,7/11/2018,,,79841.00
792,7/12/2018,,,106478.00
793,7/12/2018,,,27658.00
794,7/12/2018,,,76925.00
795,7/16/2018,,,4645.00
796,7/16/2018,,,43057.00
797,7/16/2018,8/31/2022,,3285.00
798,7/17/2018,,,89573.00
799,7/17/2018,,,89642.00
800,7/17/2018,,,30951.00
801,7/17/2018,,,50574.00
802,7/17/2018,,,33481.00
803,7/17/2018,,,12006.00
804,7/17/2018,,,77910.00
805,7/17/2018,,,66871.00
806,7/18/2018,,,96695.00
807,7/18/2018,,,36386.00
808,7/19/2018,,,54941.00
809,7/19/2018,,,133303.00
810,7/19/2018,,,69194.00
811,7/19/2018,,,128731.00
812,7/20/2018,6/22/2019,76240.00,122723.00
813,7/20/2018,,,67429.00
814,7/20/2018,,,119729.00
815,7/20/2018,,,131113.00
816,7/23/2018,,,4949.00
817,7/23/2018,,,18925.00
818,7/23/2018,,,42647.00
819,7/23/2018,,,21444.00
820,7/23/2018,,,78772.00
821,7/23/2018,,,125337.00
822,7/23/2018,,,55138.00
823,7/24/2018,,,31225.00
824,7/24/2018,,,67175.00
825,7/24/2018,,,31313.00
826,7/24/2018,,,108976.00
827,7/25/2018,,,140504.00
828,7/25/2018,,,122248.00
829,7/26/2018,,,140611.00
830,7/26/2018,,,119566.00
831,7/26/2018,,,137053.00
832,7/30/2018,1/31/2024,45148.00,55141.00
833,7/30/2018,,,59418.00
834,7/30/2018,,,75499.00
835,7/31/2018,,,72782.00
